2021-06-24T15:10:55.150;19.16366577;-155.477005;34.66999817;2.5;Hawaii
2021-06-24T15:08:11.057;60.2792;-152.5499;86.6;2.1;Alaska
2021-06-24T14:55:40.270;34.008;-116.4011667;0.09;0.84;California
2021-06-24T14:49:55.845;-6.578;154.9944;69.29;5.4;Papua New Guinea
2021-06-24T14:43:07.460;19.20633316;-155.4403381;33.40000153;2.01999998;Hawaii
2021-06-24T14:36:48.854;31.60366052;-103.9970179;6.74855957;3.3;Texas
2021-06-24T14:23:10.430;38.7853317;-122.7541656;2.34;0.21;California
2021-06-24T14:10:58.670;33.3343315;-116.2133331;13.64;1.69;California
2021-06-24T13:59:22.140;44.2928333;-114.8036667;5.26;2.01;Idaho
2021-06-24T13:59:19.280;33.1476667;-115.9723333;7.52;2.1;California
2021-06-24T13:59:17.670;19.18033409;-155.4824982;32.95999908;2.34;Hawaii
2021-06-24T13:59:16.540;33.1523323;-115.9743347;9.92;1.06;California
2021-06-24T13:49:23.081;61.8207;-149.4189;19.2;1.3;Alaska
2021-06-24T13:49:04.570;32.7415;-115.8156667;3.95;1.35;California
2021-06-24T13:38:07.848;61.4508;-147.1889;20.3;1.5;Alaska
2021-06-24T13:28:22.450;19.16016579;-155.4718323;33.90999985;1.92999995;Hawaii
2021-06-24T13:24:22.220;36.5783348;-121.0305023;7.05;1.52;California
2021-06-24T13:24:18.160;36.0995;-117.8626667;3.25;1.52;California
2021-06-24T13:22:01.700;33.5831667;-116.7811667;6.73;0.33;California
2021-06-24T13:18:10.615;64.9235;-148.2563;11.8;0.5;Alaska
2021-06-24T13:11:36.041;60.8762;-149.9221;36.5;1.5;Alaska
2021-06-24T13:07:19.000;38.8273315;-122.810997;1.45;1.21;California
2021-06-24T13:03:26.452;62.3559;-149.6273;47.4;1.7;Alaska
2021-06-24T13:01:14.075;39.0181;-118.4393;1.8;1.2;Nevada
2021-06-24T12:55:25.320;34.0478333;-116.3573333;8.74;0.69;California
2021-06-24T12:52:27.131;58.867;-153.836;126.9;1.8;Alaska
2021-06-24T12:45:43.850;19.19499969;-155.4878387;32.40999985;2.18;Hawaii
2021-06-24T12:35:59.283;31.28635084;-103.6143816;1.092797852;2.8;Texas
2021-06-24T12:31:20.694;63.678;-149.6633;121.4;1.6;Alaska
2021-06-24T12:27:53.437;36.8582;-115.9888;0;0.8;Nevada
2021-06-24T12:18:35.885;38.1492;-117.9252;9.5;1.3;Nevada
2021-06-24T12:15:13.820;19.17283249;-155.4708405;32.15000153;1.75999999;Hawaii
2021-06-24T12:13:03.700;33.2546667;-115.5863333;1.16;0.57;California
2021-06-24T12:11:03.640;34.6195;-116.5465;2.22;1.29;California
2021-06-24T12:09:53.593;-25.5273;-179.8233;436.34;4.4;Fiji
2021-06-24T12:06:28.419;38.144;-118.1311;0.9;0.4;Nevada
2021-06-24T12:03:27.420;40.083168;-124.0021667;21.31;2.12;California
2021-06-24T11:56:30.301;37.866;-118.2137;9.2;2.4;California
2021-06-24T11:54:19.535;38.129;-118.0934;3.7;1.2;Nevada
2021-06-24T11:50:15.380;19.20383263;-155.4441681;33.52999878;1.89;Hawaii
2021-06-24T11:39:53.300;33.1605;-115.9915;2.14;1.04;California
2021-06-24T11:24:49.680;38.8333321;-122.8181686;1.63;1.4;California
2021-06-24T11:22:19.500;33.0108333;-116.0171667;7.62;0.98;California
2021-06-24T11:17:36.869;37.2922;-117.9214;0.7;1;California
2021-06-24T11:16:41.000;19.17499924;-155.459671;33.93999863;1.95000005;Hawaii
2021-06-24T11:06:24.959;60.1767;-142.0007;10.2;2.4;Alaska
2021-06-24T10:37:07.840;33.4928333;-116.7811667;2.36;0.33;California
2021-06-24T10:36:34.320;35.8823333;-117.705;5.55;0.56;California
2021-06-24T10:35:30.869;61.4669;-149.9019;38.8;1.5;Alaska
2021-06-24T10:24:39.116;60.7921;-151.3554;68.3;1.8;Alaska
2021-06-24T10:13:59.431;32.38677979;-101.6390768;8.925984701;2.9;Texas
2021-06-24T10:07:42.470;18.0048;-66.8398;19;2.67;Puerto Rico
2021-06-24T09:52:53.050;34.1313333;-116.924;5.46;0.74;California
2021-06-24T09:49:15.262;37.8854;-117.4832;7.2;0.9;Nevada
2021-06-24T09:47:33.370;34.1556667;-116.4406667;7.01;0.9;California
2021-06-24T09:26:33.528;62.4738;-151.1228;72.5;1.5;Alaska
2021-06-24T09:17:55.050;37.5234985;-118.7761688;6.14;2.67;California
2021-06-24T09:13:31.400;37.5151672;-118.7726669;5.85;2.63;California
2021-06-24T09:12:19.760;38.828167;-122.8148346;2.12;1.01;California
2021-06-24T09:09:31.840;35.8251667;-117.6495;2.4;1.2;California
2021-06-24T09:07:41.730;35.6363333;-117.4391667;6.71;0.77;California
2021-06-24T09:07:21.027;-55.1401;-126.9861;10;5.1;East Pacific Rise
2021-06-24T09:00:12.667;38.1787;-117.8781;10;0.8;Nevada
2021-06-24T08:56:40.670;62.4778;-147.5595;24.3;1.9;Alaska
2021-06-24T08:55:22.218;65.5681;-148.8194;6.6;1.6;Alaska
2021-06-24T08:55:19.710;19.21016693;-155.4458313;33.31000137;2.45;Hawaii
2021-06-24T08:47:47.930;34.1531667;-116.442;6.69;0.97;California
2021-06-24T08:43:39.520;33.0341667;-115.9981667;8.94;1;California
2021-06-24T08:43:30.680;19.25049973;-155.0910034;36.70999908;2.51;Hawaii
2021-06-24T08:41:22.570;36.0238333;-117.6933333;2.87;0.88;California
2021-06-24T08:35:50.710;37.403;-118.5683333;4.67;1.21;California
2021-06-24T08:33:59.790;19.41383333;-155.2561667;2.37;0.41;Hawaii
2021-06-24T08:28:48.340;19.41966667;-155.2681667;2.91;1.7;Hawaii
2021-06-24T08:28:15.140;38.8296661;-122.7486649;0.26;0.7;California
2021-06-24T08:18:25.581;48.5313;152.8855;146.27;4.4;Kuril Islands
2021-06-24T08:17:54.658;61.3365;-147.8548;19;1.8;Alaska
2021-06-24T08:14:56.830;19.2191658;-155.3738403;32.34000015;1.90999997;Hawaii
2021-06-24T08:10:42.450;19.41166667;-155.2658333;1.52;0.51;Hawaii
2021-06-24T08:08:14.729;-17.9551;-178.4651;589.98;4.4;Fiji
